Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Female,54,Salaried,768,Walk-in,5,90334,28234,Savings,2311,458384,93287.36489739764,3.38593061193588,0
Male,44,Business,644,Online,5,201139,78172,Savings,12577,73581,14974.732094740251,0.3524501368103701,0
Female,41,Salaried,623,Walk-in,5,194173,152429,Savings,12432,8265,1682.039667346573,0.09259418921167607,0
Others,67,Salaried,776,Walk-in,5,424998,36595,Savings,8720,190926,38856.03212677699,1.30006919324435,0
Male,38,Salaried,486,Walk-in,10,110918,60599,Savings,18769,305829,31572.661455446567,0.8307341945485331,0
Female,48,Salaried,568,Online,5,292048,153844,Savings,9780,167128,34012.81615538996,0.28465729021209774,0
Female,56,Salaried,622,Walk-in,1,84073,68890,Savings,18028,380289,382507.3524999962,5.814129082595387,0
Female,35,Salaried,739,Walk-in,5,232075,117205,Savings,1592,60403,12292.830251268608,0.11846619385920915,1
Female,44,Salaried,525,Online,1,216312,43684,Savings,15420,365958,368092.75499999634,8.779249954216564,0
Female,24,Business,532,Walk-in,1,459318,74924,Savings,11800,203976,205165.85999999798,2.89581255672412,0
Male,34,Business,567,Walk-in,5,221813,26708,Savings,77,203107,41335.030939595934,1.5505478111275997,0
Male,45,Business,550,Online,1,491357,22670,Current,5658,224421,225730.1224999978,10.206798522276038,0
Female,32,Business,740,Walk-in,5,428719,85470,Savings,15899,437942,89127.14047151759,1.228807072323828,0
Female,59,Salaried,766,Walk-in,5,251233,17666,Current,19077,372966,75903.64265838862,5.376465677481525,0
Female,34,Salaried,514,Walk-in,10,469461,82989,Savings,17722,431839,44581.470528493344,0.7507437193904415,0
Female,58,Business,757,Walk-in,30,82644,143639,Savings,19678,88870,3237.703597210564,0.1595367803814463,0
Female,58,Business,719,Walk-in,10,487688,131255,Savings,11215,467779,48291.78398048367,0.45336774965131743,1
Female,43,Salaried,568,Online,10,122507,187319,Current,4971,483452,49909.80687233243,0.29298046045693404,0
Female,41,Salaried,629,Walk-in,20,446416,17473,Savings,14691,488914,25970.57097568533,2.3271087378060624,0
Female,32,Self Employed,787,Walk-in,5,325071,171637,Savings,3925,152817,31100.333435559736,0.20406633438920357,1
Female,49,Self Employed,819,Walk-in,1,52050,168680,Savings,2087,125143,125873.00083333209,0.7585961633467636,0
Female,29,Self Employed,776,Walk-in,5,34232,56214,Savings,12763,293392,59709.253730447155,1.289220723137424,0
Female,41,Salaried,850,Online,5,484635,176620,Savings,15685,461925,94008.00645360746,0.6210678657774175,1
Male,31,Salaried,719,Online,10,342800,180674,Savings,8870,362067,37378.46579359437,0.2559774278180279,1
Male,55,Business,722,Walk-in,1,326165,120346,Savings,13125,85309,85806.63583333249,0.822060025537471,0
Male,47,Salaried,609,Online,20,305058,109373,Savings,8421,128886,6846.281781197059,0.13958912877215637,0
Female,54,Business,554,Walk-in,1,326000,166807,Savings,2828,189892,190999.70333333145,1.1619878262502858,0
Male,56,Salaried,774,Walk-in,20,111290,31806,Savings,15664,134471,7142.950804581954,0.7170644156631438,0
Male,51,Salaried,667,Call,20,46798,61292,Savings,10315,164695,8748.416258974983,0.3110261740353551,0
Female,18,Salaried,665,Email,30,179858,44228,Savings,2312,379624,13830.42635745992,0.36498205565388264,0
Male,27,Business,745,Walk-in,20,38382,62986,Current,7682,188557,10015.93930929018,0.28098211204537804,0
Female,40,Salaried,732,Online,1,23473,188927,Savings,13279,58548,58889.529999999424,0.38199161580927776,0
Male,22,Salaried,764,Walk-in,10,163993,111780,Savings,5642,479688,49521.22535220746,0.4934981691913353,0
Male,54,Business,631,Walk-in,1,383595,171936,Savings,9584,10068,10126.7299999999,0.11463992415782559,1
Female,47,Salaried,552,Walk-in,20,235835,184912,Savings,18408,286124,15198.590447086786,0.18174369671566357,0
Male,55,Business,597,Walk-in,5,423211,171996,Savings,12369,305002,62072.046294015665,0.4328068460546504,0
Male,46,Salaried,791,Email,5,413666,146626,Savings,1660,214899,43734.8629731532,0.3095962719650894,1
Female,44,Salaried,570,Walk-in,20,492330,64158,Savings,229,129761,6892.760813508927,0.11100347288738624,1
Female,39,Salaried,779,Online,1,442518,98685,Savings,17962,438385,440942.245833329,4.65019248957115,0
Male,49,Salaried,809,Walk-in,1,466889,141123,Savings,280,114768,115437.47999999886,0.8199760492619832,0
Female,54,Salaried,522,Walk-in,5,15765,42749,Savings,18899,452077,92003.80480278724,2.594278341079025,0
Male,43,Self Employed,619,Walk-in,10,354478,127195,Current,2455,67573,6975.988060415758,0.07414590243654041,1
Male,38,Salaried,509,Walk-in,10,205878,65809,Savings,16373,320362,33072.994938968426,0.7513561205757332,0
Female,45,Salaried,526,Walk-in,10,66314,79076,Current,14014,74528,7693.996687532974,0.2745206723599192,0
Female,18,Salaried,809,Walk-in,20,439606,153535,Savings,15310,245177,13023.531091573572,0.18454118664521818,1
Female,54,Salaried,741,Walk-in,1,151705,139108,Savings,17152,378243,380449.4174999962,2.858221076429797,0
Female,36,Salaried,732,Walk-in,10,315264,197186,Savings,19470,276226,28516.556582901503,0.2433568132773194,1
Others,57,Salaried,731,Walk-in,10,302579,130178,Savings,16929,248688,25673.634717545086,0.3272644741626472,0
Female,47,Salaried,590,Walk-in,10,79843,89045,Savings,11443,94966,9803.940658923579,0.23860902531218575,0
Male,62,Business,725,Walk-in,5,102900,110402,Savings,13313,6695,1362.5233603007025,0.13292805710313854,0
Female,46,Salaried,729,Walk-in,1,7357,93041,Savings,6051,100090,100673.85833333233,1.1470734228279182,0
Male,26,Salaried,831,Walk-in,1,68089,39466,Savings,4246,112311,112966.14749999889,2.969952554097169,0
Male,46,Salaried,609,Walk-in,1,28820,165004,Savings,15469,143450,144286.79166666526,0.9681934478355995,0
Male,21,Salaried,782,Walk-in,5,282631,122712,Savings,13054,497018,101149.90821358246,0.9306661794574488,0
Male,41,Business,655,Email,1,79507,138212,Current,13,236056,237432.993333331,1.7179839184248182,0
Others,47,Salaried,576,Walk-in,5,284332,53867,Current,9593,442436,90041.73046123997,1.8496432038398272,0
Female,23,Self Employed,666,Walk-in,1,340560,165056,Savings,18638,94272,94821.91999999907,0.6874025785188,0
Female,23,Salaried,759,Walk-in,20,31310,181934,Savings,15606,276672,14696.510660330468,0.1665577113696751,0
Male,25,Self Employed,773,Walk-in,20,397780,129361,Savings,10974,247117,13126.581746070742,0.18630485034957012,1
Male,44,Business,571,Walk-in,5,235840,115567,Savings,13067,329568,67071.56068821238,0.693438098144041,0
Male,42,Salaried,454,Walk-in,10,481851,114370,Current,5506,136320,14073.17556414361,0.17119153243108867,0
Male,24,Salaried,562,Walk-in,30,356802,69896,Savings,1098,277032,10092.804128979824,0.16010650293264025,0
Female,29,Salaried,733,Walk-in,10,282206,17790,Savings,8116,382490,39486.86122013856,2.6758213164777156,0
Female,55,Business,458,Online,30,79671,120383,Savings,13354,20118,732.9371100335561,0.11701766121490206,0
Female,45,Salaried,542,Online,1,405631,59449,Current,19588,124458,125184.00499999875,2.435230281417665,0
Male,48,Business,759,Online,20,331385,173317,Savings,8622,202296,10745.739794927611,0.1117474904073323,1
Female,40,Self Employed,623,Email,5,494878,98593,Current,794,244845,49829.28038130328,0.5134571458552157,0
Female,26,Salaried,580,Walk-in,1,271188,177408,Savings,11699,481835,484645.7041666619,2.7977582981977243,0
Female,45,Business,761,Email,30,168022,197587,Savings,8399,267367,9740.689745419117,0.09180608919321168,0
Female,60,Business,627,Online,30,151421,125464,Savings,15074,301671,10990.449891685701,0.2077444517286688,0
Male,61,Salaried,702,Walk-in,5,431184,182341,Savings,2511,25199,5128.338484871904,0.041895890034999834,1
Male,29,Salaried,578,Online,30,496149,181654,Current,579,86973,3168.5922691593832,0.020630386719584393,1
Male,39,Business,765,Walk-in,1,257275,103562,Savings,7135,477099,479882.0774999953,4.702661956122856,0
Female,39,Salaried,596,Walk-in,10,415933,113652,Savings,2830,371132,38314.30306243946,0.3620200529901758,0
Male,27,Salaried,462,Online,1,62263,78720,Savings,6169,218691,219966.69749999783,2.872658758892249,0
Male,55,Business,489,Walk-in,1,56917,193899,Savings,11180,486761,489600.4391666619,2.582687064743304,0
Male,45,Salaried,820,Walk-in,20,431587,35517,Savings,12297,382417,20313.56811383731,0.9181678664818906,0
Male,34,Salaried,841,Walk-in,5,201082,193437,Savings,9825,155827,31712.909285373797,0.2147361119401862,1
Female,33,Business,646,Walk-in,1,8647,97131,Savings,9712,271528,273111.91333333065,2.9117780454574818,0
Female,34,Self Employed,481,Walk-in,5,407406,94497,Savings,19865,334131,68000.19311435908,0.9298199214192946,0
Male,36,Salaried,591,Email,1,105479,77430,Savings,15495,201918,203095.85499999797,2.8230770373240084,0
Male,54,Business,616,Walk-in,10,473421,145329,Savings,15183,122193,12614.75602779783,0.19127466663775178,1
Female,40,Business,652,Walk-in,1,98533,44456,Savings,14879,379315,381527.6708333296,8.916831717503365,0
Male,53,Business,595,Walk-in,20,285335,174284,Savings,95,445370,23657.56185227049,0.1362865314789108,0
Male,67,Salaried,601,Walk-in,5,258837,133788,Savings,12076,133508,27170.689886038264,0.2933498511528557,0
Male,43,Business,484,Online,5,390670,80346,Savings,3510,284650,57930.13808955862,0.7646944227411273,0
Male,54,Salaried,545,Walk-in,5,98259,28930,Savings,5807,234717,47768.094930500374,1.851887138973397,0
Female,61,Business,687,Online,10,382426,47915,Savings,614,476602,49202.63805914006,1.0396877399382252,0
Female,51,Salaried,823,Walk-in,1,431003,177178,Savings,13129,341854,343848.14833332994,2.01479387019455,0
Male,38,Salaried,818,Online,5,101781,43040,Savings,7204,164444,33466.58572984148,0.9449485532026366,0
Male,34,Salaried,570,Online,5,183582,160034,Savings,7377,391432,79661.72426724788,0.5438764529240528,0
Female,28,Salaried,532,Online,20,80840,88390,Savings,7023,86548,4597.334044031493,0.1314666143684975,0
Female,55,Self Employed,687,Online,1,213751,137871,Savings,11678,259408,260921.21333333076,1.9772048750885303,0
Female,52,Salaried,545,Walk-in,20,370430,75665,Savings,14306,403639,21440.857283805843,0.47243583273383793,0
Female,33,Salaried,716,Walk-in,1,324029,136832,Savings,7934,379654,381868.6483333296,2.8487681853172475,0
Male,62,Salaried,494,Online,1,165206,76324,Savings,8004,276985,278600.74583333055,3.7551064649825814,0
Male,20,Salaried,822,Walk-in,1,155972,109855,Savings,10337,257654,259156.98166666413,2.4531790238647684,0
Female,28,Business,754,Walk-in,1,327846,131158,Savings,9251,93915,94462.83749999906,0.7907549482303715,0
Male,66,Salaried,514,Online,10,216656,173741,Savings,11209,252470,26064.07449148575,0.21453240450720182,0
Female,46,Salaried,538,Walk-in,30,57924,148669,Savings,9964,154038,5611.898128807482,0.10476897086014894,0
Female,64,Salaried,838,Walk-in,1,203958,175282,Savings,5634,150673,151551.92583333183,0.8967602254272078,0
Female,31,Salaried,741,Walk-in,5,226118,75697,Current,10186,224161,45619.80567115246,0.7372261208654565,0
Male,28,Salaried,719,Walk-in,5,169535,16302,Savings,15721,83766,17047.517819111075,2.0100918794694564,0
Female,22,Business,660,Walk-in,5,124679,92790,Savings,7048,217907,44347.03179582452,0.5538854595950482,0
Male,58,Self Employed,700,Walk-in,5,227142,196312,Savings,5657,405000,82422.99640355258,0.44867352175899883,0
Female,67,Business,518,Call,20,44587,196550,Savings,8713,210164,11163.67925347593,0.10112785170936621,0
Female,41,Business,850,Walk-in,1,322341,22484,Savings,922,232134,233488.1149999977,10.425641122575952,0
Male,32,Salaried,462,Walk-in,20,450420,133957,Current,9396,88088,4679.137140900381,0.10507205402405534,0
Others,43,Salaried,745,Walk-in,5,418964,73627,Current,6485,13336,2714.0569877475978,0.12494135286983847,1
Female,34,Salaried,546,Walk-in,5,434947,149428,Savings,7824,371758,75657.79826417753,0.5586757385776262,0
Male,44,Self Employed,477,Online,5,66463,168672,Savings,11312,137138,27909.444150099735,0.23253085366925,0
Male,48,Business,536,Walk-in,5,245558,32451,Savings,9688,382803,77905.60565992379,2.6992575162529286,0
Male,34,Salaried,680,Walk-in,1,338780,18074,Savings,6699,14768,14854.14666666652,1.192494559403924,0
Male,50,Business,765,Walk-in,1,340923,66642,Savings,5355,405398,407762.82166666264,6.199060977561637,0
Male,44,Salaried,594,Call,5,423994,133452,Savings,12183,148488,30219.323185112877,0.31773464005869434,0
Female,35,Salaried,825,Call,20,172637,176930,Savings,1464,58305,3097.097118792534,0.025779105402094236,1
Male,31,Business,468,Walk-in,1,208706,135709,Savings,14583,312253,314074.47583333025,2.421780986031363,0
Male,24,Salaried,536,Walk-in,10,118788,181702,Savings,2034,456807,47159.07504349875,0.27073491234823366,0
Female,29,Salaried,505,Walk-in,5,315390,42654,Savings,3590,49746,10123.986121212658,0.321517000075319,0
Male,31,Salaried,758,Walk-in,20,178258,29189,Savings,8680,472076,25076.155037322773,1.1564683626476677,0
Female,44,Salaried,815,Walk-in,5,383815,70107,Savings,7367,278981,56776.419653480254,0.9149360214169805,0
Male,46,Business,763,Walk-in,1,392574,71020,Savings,1426,399482,401812.31166666275,5.677813456303333,0
Male,40,Business,554,Walk-in,30,178724,17560,Savings,15604,70745,2577.3752783240843,1.035385835895449,0
Female,43,Business,616,Email,1,46558,183631,Savings,1599,91257,91789.33249999909,0.5085651796265287,0
Female,22,Salaried,673,Walk-in,10,31244,39652,Current,18218,77062,7955.597530252604,0.6600826573754819,0
Female,58,Business,566,Walk-in,10,156649,67266,Savings,15147,147545,15232.003290871251,0.4516249411422004,0
Female,49,Salaried,537,Walk-in,5,479109,141108,Savings,12952,158814,32320.804323046417,0.32083797037054185,0
Female,29,Business,571,Walk-in,30,253504,78318,Savings,9232,458875,16717.691438843227,0.33133751422205915,0
Male,27,Self Employed,818,Walk-in,20,459165,192371,Savings,16422,493518,26215.130363986857,0.22164011396721364,1
Male,33,Business,593,Walk-in,20,29386,135392,Current,19298,79541,4225.129953278054,0.17374091492317165,0
Female,21,Business,710,Email,30,456883,81548,Savings,6438,323553,11787.652886106333,0.22349601322051227,1
Female,36,Business,825,Walk-in,5,22312,117589,Savings,16570,352584,71755.62904679058,0.7511385337641325,0
Others,65,Salaried,812,Walk-in,1,477150,182396,Savings,19215,356387,358465.9241666631,2.07066451110037,0
Male,60,Salaried,426,Walk-in,20,370127,128280,Savings,10601,41217,2189.4014569123037,0.09970690253283679,0
Male,47,Salaried,643,Walk-in,5,254734,148397,Savings,4557,138203,28126.186103605374,0.2202415554465749,0
Female,56,Salaried,796,Online,1,260996,71109,Savings,668,325936,327837.29333333013,4.619742836115402,0
Male,39,Self Employed,788,Walk-in,5,8718,106837,Savings,5350,76663,15601.96092169272,0.1961114681401829,0
Female,31,Salaried,796,Walk-in,20,65536,112942,Savings,19137,380446,20208.87077362395,0.34837235725969035,0
Female,38,Business,697,Walk-in,1,368910,164810,Savings,5369,449063,451682.5341666622,2.773202682887338,0
Male,34,Salaried,660,Walk-in,20,231907,70845,Savings,4873,495425,26316.428094979696,0.4402488262400973,0
Female,20,Self Employed,735,Walk-in,5,261051,91955,Savings,19930,383341,78015.09596131912,1.06514160144983,0
Female,49,Self Employed,800,Email,1,148527,191427,Savings,4748,80686,81156.66833333253,0.44875941394543367,0
Male,36,Business,582,Walk-in,20,254645,99314,Savings,181,240601,12780.45903230602,0.13050988815580905,0
Female,27,Salaried,684,Online,30,47078,184382,Savings,6145,372392,13566.95080423581,0.10690821666017188,0
Female,59,Business,631,Walk-in,5,277686,117825,Savings,19625,479297,97543.44421539144,0.9944277039286352,0
Female,20,Business,745,Walk-in,5,379719,162497,Savings,13581,162784,33128.7532013726,0.2874499418535271,1
Male,53,Salaried,455,Walk-in,5,121204,193491,Savings,19307,224295,45647.07648971562,0.33569559560762835,0
Female,39,Self Employed,724,Walk-in,20,458453,109845,Savings,10288,262007,13917.52207878356,0.22036070898796997,1
Male,18,Salaried,644,Walk-in,1,391706,164304,Current,17829,93625,94171.14583333241,0.6816641459327369,0
Male,57,Salaried,521,Walk-in,1,404986,84727,Current,16289,432212,434733.2366666623,5.323240958214765,0
Female,40,Business,569,Walk-in,10,384737,71582,Savings,1308,489882,50573.61642982541,0.7247857901403343,0
Male,48,Business,824,Walk-in,5,100299,198090,Savings,14190,146826,29881.08362950126,0.2224801031324209,0
Male,40,Salaried,579,Walk-in,5,396793,159096,Savings,8571,140283,28549.49433204831,0.23332135523236483,0
Female,30,Salaried,583,Walk-in,20,375355,71045,Current,18239,368866,19593.753980285168,0.5325181783416872,0
Female,33,Salaried,502,Walk-in,20,120897,159671,Savings,13071,367896,19542.228653036585,0.2042526736416543,0
Female,28,Salaried,440,Walk-in,20,165549,103999,Savings,8747,140466,7461.398574535839,0.1558514848655837,0
Female,23,Salaried,573,Walk-in,5,14322,170531,Savings,9414,386596,78677.53263611805,0.5165719583894895,0
Male,37,Salaried,535,Walk-in,20,169957,36755,Savings,16492,100984,5364.158398836211,0.594644494594918,0
Male,51,Business,615,Walk-in,10,57813,151524,Savings,6034,247173,25517.231688058015,0.20822596874460822,0
Male,46,Self Employed,419,Online,1,51442,167295,Savings,13409,98291,98864.36416666569,0.6711100999232834,0
Female,68,Salaried,729,Walk-in,10,401744,88129,Savings,11392,156339,16139.863516157922,0.31240412935762263,1
Female,45,Salaried,691,Walk-in,1,466722,177433,Savings,5720,322491,324372.19749999675,1.860376578764924,0
Female,24,Salaried,583,Walk-in,10,148211,113815,Savings,12254,169847,17534.379768508654,0.2617263082063757,0
Female,28,Salaried,724,Walk-in,10,228472,101044,Current,3927,395496,40829.55283829622,0.442941222025021,0
Male,67,Salaried,850,Walk-in,20,371241,92539,Current,2497,259491,13783.874941301661,0.1759352807065309,1
Female,44,Business,680,Walk-in,1,75447,117941,Current,2976,46171,46440.33083333288,0.4189919606695965,0
